No.,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226
,50,Centro,Ciudad de México,15,México,,,15064,El Oro,,"33,958","34,581",1.8%,138,138.00,44,"5,776",16.7%,72.82,61.84,"24,730","21,383",3.00,2.13,34.29,11.15,"11,645","3,855",3.59,3.42,38.53,50.69,"13,085","17,529",2.48,1.84,21.49,28.49,"7,296","9,851",2.18,1.78,1.30,3.67,441,"1,270",4.39,6.00,"1,492","2,076",23.37,19.29,"7,937","6,671",3.64,2.82,14.03,7.40,"4,765","2,559",3.61,2.91,87.20,83.72,"29,613","28,951",2.91,2.05,17.96,12.67,"6,100","4,380",4.08,3.34,65.19,34.54,"22,138","11,946",3.29,2.87,57.92,24.41,"19,667","8,441",3.33,2.93,94.31,90.32,"32,026","31,235",2.82,2.02,59.32,25.94,"20,145","8,969",3.54,3.38,74.12,65.51,"25,170","22,653",2.95,2.01,42.96,27.82,"14,589","9,619",3.20,2.24,6.39,11.38,"7,045.10","7,640.74",15.42,0.568,0.609,0.834,0.661,6,2,4,1,5,,18,109,65,10,18,22,,224,,3,3,,,12,18,,87,22,,,115,224,35,65,,19,,3,32,,4,"11,288",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,417",X, ,2019 - 2021,2011,,,1,,1,1,1
,51 A,Centro,Ciudad de México,15,México,13,1,15075,San Martín de las Pirámides,,"25,139","26,033",3.6%,70,43.00,20,"12,812",49.2%,38.93,49.50,"9,787","12,887",2.14,1.63,4.38,2.91,"1,101",757,3.48,3.27,34.55,46.59,"8,686","12,130",1.97,1.52,46.25,34.93,"11,626","9,095",1.77,1.44,2.75,4.75,691,"1,236",12.07,10.81,"3,036","2,815",17.17,10.95,"4,316","2,851",2.56,2.27,33.38,15.00,"8,393","3,905",2.52,2.28,76.07,79.21,"19,122","20,620",2.01,1.57,9.63,6.81,"2,422","1,773",3.05,2.70,8.56,5.28,"2,152","1,374",3.04,2.52,20.40,13.72,"5,130","3,572",2.75,2.41,85.18,84.44,"21,413","21,982",1.94,1.55,19.04,8.16,"4,786","2,123",3.35,3.22,41.68,54.25,"10,477","14,123",2.00,1.48,11.23,16.41,"2,823","4,273",2.31,1.68,7.83,12.76,"9,947.13","10,788.13",20.20,0.666,0.659,0.775,0.698,7,1,,,1,,9,191,50,,,7,,248,,,5,2,,2,9,,,51,140,,57,248,17,134,15,136,16,,177,,9,,36,,,,,10,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535,X,,2019 - 2021,2015,,,1,,1,1,0
,51 A,Centro,Ciudad de México,15,México,13,1,15092,Teotihuacán,,"54,549","64,682",18.6%,83,37.10,30,"23,325",36.1%,45.56,53.68,"24,853","34,720",2.41,1.65,6.50,3.74,"3,544","2,420",3.61,3.29,39.06,49.94,"21,309","32,300",2.21,1.53,35.58,21.20,"19,409","13,711",2.12,1.51,5.59,12.07,"3,051","7,806",13.27,13.06,"7,236","8,445",15.70,10.53,"8,566","6,810",2.86,2.30,34.45,15.11,"18,792","9,776",2.85,2.39,62.84,68.26,"34,280","44,151",2.54,1.65,12.04,7.24,"6,567","4,682",3.16,2.76,27.38,4.23,"14,933","2,736",2.92,2.86,32.85,15.14,"17,921","9,794",3.03,2.40,81.14,74.87,"44,262","48,430",2.28,1.61,29.07,9.61,"15,859","6,215",3.53,3.25,51.15,65.75,"27,904","42,526",2.15,1.35,12.88,21.04,"7,027","13,606",2.56,1.60,8.62,12.82,"10,888.64","11,809.24",12.74,0.700,0.672,0.867,0.742,10,4,2,,9,,25,184,72,8,,57,,321,,1,9,,,15,25,,38,146,,,137,321,28,581,8,493,190,57,257,4,130,,29,30,12,18,42,134,,,,,,,,15,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,009",X, ,2019 - 2021,2015,1,,2,,1,1,0
,52,Centro,Ciudad de México,15,México,13,1,15095,Tepotzotlán,,"83,066","97,736",17.7%,207,55.40,40,"38,119",39.0%,38.65,38.43,"32,109","37,564",2.30,1.87,5.84,3.77,"4,848","3,688",3.58,3.28,32.82,34.66,"27,260","33,876",2.07,1.71,31.74,22.78,"26,368","22,262",2.01,1.65,8.06,15.10,"6,698","14,760",21.54,23.69,"17,891","23,150",17.32,9.99,"14,384","9,767",2.70,2.32,35.32,22.26,"29,337","21,760",2.66,2.44,53.41,48.32,"44,366","47,223",2.43,1.93,9.06,6.12,"7,528","5,979",3.27,2.68,15.03,8.94,"12,482","8,741",3.04,2.43,22.48,13.77,"18,675","13,462",2.93,2.27,70.40,61.21,"58,476","59,826",2.17,1.79,22.38,11.34,"18,591","11,088",3.49,3.24,46.72,53.54,"38,807","52,324",1.90,1.34,12.65,15.08,"10,511","14,741",2.38,1.68,8.53,12.62,"13,790.67","14,956.62",20.78,0.691,0.706,0.768,0.721,11,9,2,,27,,49,202,150,10,,517,,879,,1,8,2,,38,49,,11,163,28,,677,879,51,644,35,120,189,6,239,,40,96,38,,,66,12,48,,,,,56,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,610",X, ,2019 - 2021,2002,,,1,,1,1,0
,53,Centro,Ciudad de México,15,México,,,15110,Valle de Bravo,,"78,669","66,258",-15.8%,430,430.00,74,"25,554",38.6%,59.43,61.24,"46,756","40,578",3.00,1.94,17.91,8.04,"14,091","5,325",3.91,3.50,41.52,53.20,"32,665","35,252",2.60,1.70,33.10,26.87,"26,039","17,804",2.16,1.63,1.39,4.68,"1,092","3,102",6.08,7.21,"4,782","4,774",27.84,20.83,"21,899","13,801",3.61,2.67,21.29,9.94,"16,749","6,585",3.54,2.73,82.66,81.83,"65,026","54,219",2.84,1.87,21.85,13.63,"17,193","9,029",4.11,3.18,32.38,19.19,"25,472","12,716",3.85,3.04,63.43,16.78,"49,900","11,121",3.22,2.90,92.53,88.11,"72,795","58,382",2.70,1.84,48.62,19.63,"38,252","13,004",3.74,3.42,60.82,65.92,"47,848","43,680",2.93,1.80,23.47,24.06,"18,466","15,943",3.39,2.07,6.88,11.76,"8,994.71","9,755.18",16.51,0.599,0.644,0.820,0.682,33,6,29,,36,,104,849,66,253,,381,,"1,549",1,7,14,11,,71,104,28,162,489,170,,700,"1,549",0,56,,64,,,77,,,"1,013",,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,218",X, ,2019 - 2021,2005,,,2,1,1,1,0
,54,Centro,Ciudad de México,15,México,13,1,15112,Villa del Carbón,,"52,703","46,647",-11.5%,303,21.60,58,"8,778",18.8%,68.42,71.74,"36,059","33,464",2.75,2.34,21.21,17.46,"11,178","8,147",3.63,3.52,47.21,54.27,"24,880","25,317",2.36,1.96,28.12,23.12,"14,822","10,786",2.10,1.82,0.88,1.95,463,909,2.58,3.19,"1,359","1,489",30.52,24.78,"16,084","11,557",3.35,3.08,11.41,8.64,"6,015","4,031",3.05,3.26,90.81,88.06,"47,862","41,080",2.61,2.25,15.80,18.21,"8,327","8,495",4.03,3.39,40.34,40.03,"21,260","18,673",3.53,3.07,58.35,30.50,"30,751","14,227",3.19,3.06,96.54,94.86,"50,881","44,250",2.56,2.22,48.17,34.40,"25,388","16,047",3.57,3.46,69.30,73.69,"36,521","34,373",2.72,2.28,31.78,33.43,"16,750","15,595",2.99,2.59,6.11,10.99,"7,015.73","7,608.88",17.87,0.546,0.609,0.804,0.644,26,10,,,,,36,215,117,,,,,332,,,23,2,1,10,36,,,184,29,2,117,332,27,85,,9,,,"1,599",,18,68,12,,,16,,24,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,851",X, ,2019 - 2021,2015,,,,,1,1,0
,55,Centro Norte y Occidente,Guadalajara,16,Michoacán,,,16005,Angangueo,,"13,013","10,172",-21.8%,77,,22,"4,601",45.2%,64.05,68.63,"8,335","6,981",2.90,2.44,17.70,16.87,"2,303","1,716",3.76,3.62,46.35,51.76,"6,032","5,265",2.57,2.05,29.87,22.76,"3,887","2,316",2.48,1.97,2.23,3.62,291,369,3.84,4.98,500,507,23.39,23.32,"3,044","2,372",3.58,3.08,32.32,15.01,"4,206","1,527",3.54,3.10,75.14,78.37,"9,778","7,972",3.02,2.44,23.68,21.25,"3,081","2,161",3.88,3.49,62.35,39.92,"8,114","4,061",3.14,2.88,42.70,34.11,"5,557","3,469",3.59,3.12,93.92,91.39,"12,222","9,297",2.76,2.32,52.02,34.94,"6,769","3,554",3.70,3.52,66.28,72.25,"8,625","7,350",2.80,2.31,26.46,34.20,"3,444","3,479",3.03,2.57,7.34,11.94,"8,411.04","9,122.17",22.25,0.623,0.635,0.749,0.667,6,,2,,2,,10,81,,9,,21,,111,,,2,,2,6,10,,,39,,28,44,111,2,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,X, ,2018 - 2021,2012,,1,1,1,1,1,0
,56,Centro Norte y Occidente,Guadalajara,16,Michoacán,,,16020,Cuitzeo,,"24,732","26,180",5.9%,254,,23,"10,239",39.1%,71.07,75.48,"17,577","19,760",3.00,2.43,22.86,19.03,"5,653","4,983",3.89,3.55,48.21,56.44,"11,924","14,777",2.57,2.05,22.20,17.75,"5,490","4,647",2.49,2.01,2.63,3.00,649,785,4.11,3.77,"1,016",988,39.04,32.55,"9,655","8,522",3.58,3.01,52.35,20.94,"12,946","5,481",3.38,3.05,85.58,82.43,"21,167","21,579",2.96,2.41,24.08,13.02,"5,955","3,408",4.12,3.53,29.23,39.39,"7,230","10,312",3.90,3.13,37.90,30.68,"9,374","8,033",3.92,3.16,93.26,93.23,"23,066","24,407",2.88,2.35,52.98,37.84,"13,104","9,906",3.82,3.48,73.69,78.48,"18,226","20,545",2.89,2.34,32.93,37.41,"8,144","9,794",3.20,2.58,4.94,10.86,"7,735.96","8,390.01",19.84,0.488,0.623,0.779,0.619,1,,,,,,1,10,,,,,,10,,,,,1,,1,,,,,10,,10,4,9,12,,,,4,,,,,,,27,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,X, ,2018 - 2021,2006,1,2,2,,1,1,0
,57,Centro Norte y Occidente,Guadalajara,16,Michoacán,,,16045,Jiquilpan,,"38,482","33,079",-14.0%,243,,35,"24,233",73.3%,46.32,53.35,"17,826","17,649",2.36,2.13,6.62,7.16,"2,549","2,368",3.62,3.42,39.70,46.20,"15,277","15,281",2.15,1.93,36.93,30.22,"14,212","9,996",1.99,1.85,3.70,5.02,"1,424","1,661",13.05,11.41,"5,020","3,773",28.07,27.07,"10,802","8,954",2.90,2.62,30.02,23.15,"11,552","7,657",2.74,2.59,74.68,70.78,"28,737","23,415",2.28,2.13,11.61,7.21,"4,466","2,384",3.49,3.22,11.99,12.44,"4,615","4,116",3.58,3.17,26.72,29.08,"10,284","9,618",3.15,2.67,83.25,83.57,"32,038","27,645",2.20,2.03,28.18,22.62,"10,845","7,481",3.50,3.35,50.02,58.38,"19,250","19,310",2.19,1.95,13.79,18.73,"5,308","6,194",2.52,2.24,7.09,11.69,"11,800.31","12,797.99",14.81,0.606,0.683,0.841,0.704,7,,,,,,7,173,,,,,,173,,,3,2,,2,7,,,90,42,,41,173,1,8,,,48,,12,,,,,3,,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,X,,2018 - 2021,2012,,2,2,,1,1,0
,58,Centro Norte y Occidente,Guadalajara,16,Michoacán,,,16066,Pátzcuaro,,"91,308","86,166",-5.6%,439,,82,"55,298",64.2%,61.22,64.50,"55,901","55,579",2.95,2.52,16.77,16.14,"15,314","13,909",3.92,3.65,44.45,48.36,"40,587","41,670",2.59,2.15,24.29,19.15,"22,179","16,501",2.32,2.06,4.19,6.40,"3,828","5,517",10.30,9.94,"9,401","8,569",27.49,22.42,"25,105","19,315",3.63,3.23,34.09,20.39,"31,126","17,572",3.30,2.95,77.27,70.50,"70,555","60,749",2.90,2.56,29.52,21.18,"26,955","18,248",3.83,3.52,27.09,31.45,"24,735","27,097",3.87,3.30,41.69,36.42,"38,068","31,383",3.57,3.06,85.51,83.65,"78,080","72,080",2.77,2.42,45.03,35.15,"41,112","30,286",3.80,3.58,65.41,70.90,"59,728","61,096",2.76,2.30,24.67,30.96,"22,529","26,679",3.17,2.62,7.13,11.78,"10,417.68","11,298.46",15.93,0.611,0.665,0.828,0.695,64,1,2,,1,,68,"1,352",8,15,,9,,"1,384",7,11,23,11,11,5,68,74,388,529,148,178,67,"1,384",13,54,,,,,51,,,28,,,,"8,987",,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,150",X,,2018 - 2021,2002,,3,3,,1,1,1
,59,Centro Norte y Occidente,Guadalajara,16,Michoacán,,,16079,Salvador Escalante (Santa Clara del Cobre),,"44,388","48,199",8.6%,488,,95,"14,359",29.8%,68.66,78.68,"30,478","37,924",3.01,2.96,19.48,26.95,"8,648","12,990",3.91,3.78,49.18,51.73,"21,829","24,934",2.65,2.53,25.84,16.72,"11,471","8,057",2.67,2.47,3.08,2.52,"1,368","1,213",2.41,2.09,"1,072","1,005",38.74,34.03,"17,195","16,400",3.58,3.55,35.47,24.63,"15,743","11,872",3.88,3.66,59.57,80.43,"26,440","38,767",3.44,3.02,39.01,30.16,"17,316","14,537",3.76,3.77,64.73,63.97,"28,730","30,833",3.24,3.32,38.07,41.06,"16,898","19,790",3.79,3.56,94.50,95.40,"41,949","45,981",2.92,2.88,54.51,56.38,"24,195","27,175",3.90,3.69,71.74,81.20,"31,846","39,137",2.88,2.87,29.22,39.41,"12,969","18,996",3.11,3.11,4.87,10.83,"5,918.74","6,419.15",16.02,0.484,0.584,0.827,0.616,7,,11,,,,18,124,,72,,,,196,,,1,2,,15,18,,,21,34,,141,196,3,9,,,,,,,,,,3,,196,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,X, ,2018 - 2021,2010,,1,1,,1,1,1
,60,Centro Norte y Occidente,Guadalajara,16,Michoacán,,,16082,Tacámbaro,,"81,447","81,499",0.1%,787,,182,"25,665",31.5%,56.87,60.22,"46,316","49,080",2.88,2.41,12.72,9.84,"10,357","8,022",3.75,3.59,44.15,50.38,"35,959","41,058",2.63,2.18,33.96,27.16,"27,655","22,137",2.52,2.07,2.57,4.62,"2,091","3,763",6.61,8.00,"5,385","6,519",34.76,27.93,"28,308","22,761",3.45,3.01,37.17,17.49,"30,275","14,257",3.33,3.00,82.91,72.64,"67,530","59,200",2.84,2.44,35.97,23.57,"29,299","19,211",3.61,3.31,34.49,26.98,"28,094","21,990",3.54,3.11,24.14,32.64,"19,663","26,601",3.84,2.99,90.82,87.38,"73,971","71,217",2.75,2.30,49.47,33.35,"40,289","27,178",3.68,3.51,59.43,64.84,"48,407","52,843",2.76,2.24,19.47,21.44,"15,861","17,471",3.00,2.45,5.93,10.85,"8,419.74","9,131.60",18.46,0.534,0.635,0.796,0.646,12,,3,,,,15,139,,8,,,,147,1,4,7,1,,2,15,18,32,64,15,,18,147,1,250,,36,,12,,,5,15,,,,11,,12,,,,,,5,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364,X,,2018 - 2021,2012,,1,1,,1,1,1
,61,Centro Norte y Occidente,Guadalajara,16,Michoacán,,,16093,Tlalpujahua,,"34,700","29,458",-15.1%,191,,64,"3,530",12.0%,54.19,68.93,"18,802","20,306",2.81,2.58,11.41,17.05,"3,959","5,023",3.72,3.64,42.78,51.88,"14,843","15,283",2.56,2.23,39.46,26.34,"13,694","7,759",2.40,2.07,1.53,1.78,532,523,4.82,2.95,"1,672",869,24.29,23.09,"8,429","6,802",3.51,3.26,32.45,23.25,"11,260","6,850",3.30,3.19,83.11,86.04,"28,839","25,347",2.73,2.49,20.23,15.14,"7,020","4,459",3.84,3.76,48.06,52.08,"16,677","15,342",3.28,3.05,38.59,32.76,"13,392","9,652",3.44,3.24,93.65,95.27,"32,496","28,065",2.63,2.44,47.49,41.62,"16,478","12,260",3.63,3.52,55.72,70.71,"19,334","20,829",2.73,2.51,17.77,29.92,"6,166","8,813",2.96,2.78,6.16,11.52,"7,531.03","8,167.75",25.78,0.561,0.619,0.706,0.626,24,0,5,1,6,2,38,328,0,17,14,47,9,415,2,6,24,4,1,1,38,55,24,282,38,10,6,415,35,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,X,,2018 - 2021,2005,,1,2,1,1,1,0
,62,Centro Norte y Occidente,Guadalajara,16,Michoacán,,,16100,Tzintzuntzan,,"14,204","14,875",4.7%,168,,33,"3,534",23.8%,67.66,66.90,"9,610","9,951",3.10,2.65,21.87,17.70,"3,106","2,633",3.81,3.62,45.79,49.19,"6,503","7,317",2.76,2.30,24.17,24.80,"3,434","3,690",2.59,2.18,2.13,2.75,302,409,6.04,5.55,859,826,28.91,26.06,"4,106","3,877",3.68,3.24,54.54,20.91,"7,747","3,111",3.43,3.39,83.88,78.15,"11,914","11,624",3.07,2.63,30.69,17.51,"4,359","2,605",3.90,3.63,47.84,50.06,"6,796","7,446",3.58,3.10,26.54,38.50,"3,770","5,727",3.96,3.24,91.83,91.70,"13,043","13,641",2.97,2.52,57.64,44.28,"8,187","6,587",3.74,3.53,69.78,69.64,"9,912","10,359",3.01,2.54,30.45,30.15,"4,325","4,485",3.21,2.79,6.43,12.22,"7,815.70","8,476.49",15.29,0.590,0.624,0.836,0.675,9,,2,,,,11,54,,9,,,,63,1,1,1,1,,7,11,6,5,12,3,,37,63,6,,,8,5,12,,,7,,,,,"4,700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,732",,X,2012 - 2015,2012,2,2,2,,1,1,0
,63,Centro,Ciudad de México,17,Morelos,28,7,17020,Tepoztlán,,"41,629","46,946",11.3%,253,58.80,72,"14,130",30.1%,44.41,39.47,"19,572","20,453",2.86,2.43,10.36,6.67,"4,567","3,455",3.88,3.62,34.04,32.80,"15,005","16,998",2.55,2.19,44.13,47.13,"19,449","24,423",2.40,2.07,2.75,2.24,"1,212","1,162",8.72,11.16,"3,842","5,784",18.21,16.38,"8,025","8,490",3.60,3.23,36.91,19.81,"16,268","10,266",3.19,2.89,74.31,72.89,"32,751","37,772",2.83,2.35,24.65,15.33,"10,863","7,945",3.81,3.56,60.38,45.51,"26,613","23,584",3.07,2.81,18.62,23.73,"8,208","12,300",3.89,3.20,88.53,86.60,"39,021","44,877",2.63,2.24,44.42,29.88,"19,579","15,484",3.66,3.53,47.16,41.71,"20,784","21,616",2.69,2.30,15.44,13.62,"6,807","7,056",3.12,2.56,8.52,12.14,"11,810.42","12,808.95",10.25,0.677,0.683,0.898,0.746,63,,3,2,31,4,103,863,,24,30,248,16,"1,181",7,12,24,11,12,37,103,167,155,261,95,139,348,"1,165",98,"5,177",16,708,40,8,42,3,20,27,14,,39,,16,,54,,,8,24,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,214",X,,2019 - 2021,2002,1,4,4,2,1,1,1
,64,Centro,Ciudad de México,17,Morelos,29,6,17026,Tlayacapan,,"16,543","17,714",6.6%,57,51.60,38,"7,989",45.1%,40.25,52.66,"7,587","9,683",2.36,2.31,5.33,9.48,"1,004","1,743",3.58,3.67,34.92,43.18,"6,583","7,941",2.18,2.01,50.31,37.16,"9,483","6,834",2.06,1.88,1.84,2.38,347,438,7.60,7.80,"1,433","1,435",15.54,19.67,"2,930","3,617",3.06,3.00,40.12,13.39,"7,563","2,463",2.73,2.82,82.60,81.83,"15,570","15,049",2.27,2.18,15.95,18.30,"3,006","3,366",3.34,3.40,35.45,33.17,"6,683","6,101",2.80,3.05,9.24,25.17,"1,741","4,628",3.39,3.17,90.56,89.82,"17,070","16,517",2.20,2.13,30.86,28.15,"5,817","5,177",3.37,3.54,42.09,55.04,"7,934","10,121",2.26,2.21,11.75,19.86,"2,215","3,653",2.50,2.52,8.36,13.05,"9,472.44","10,273.30",10.50,0.696,0.652,0.895,0.740,14,,2,,9,,25,102,,42,,97,,241,,5,7,8,3,2,25,,36,63,74,26,42,241,44,"1,144",,988,14,4,36,,28,242,,,,,,,3,,,,6,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,469",,X,2016 - 2018,2011,,2,2,1,1,1,0
,65,Centro Norte y Occidente,Guadalajara,18,Nayarit,,,18004,Compostela,,"77,256","81,023",4.9%,"1,881",,211,"17,573",21.7%,44.10,41.72,"34,073","33,803",2.08,1.86,3.86,3.76,"2,983","3,046",3.51,3.48,40.24,37.96,"31,090","30,757",1.95,1.70,40.26,39.07,"31,101","31,657",1.87,1.63,3.58,6.33,"2,769","5,133",12.06,12.87,"9,314","10,431",25.26,19.36,"19,519","15,682",2.55,2.30,30.04,16.31,"23,204","13,216",2.62,2.54,73.77,68.09,"56,995","55,172",2.09,1.83,12.88,5.26,"9,949","4,265",3.02,3.01,12.57,14.91,"9,711","12,079",2.94,2.68,12.71,17.29,"9,820","14,010",2.93,2.57,84.36,80.79,"65,174","65,460",1.98,1.75,21.40,14.14,"16,536","11,458",3.36,3.33,47.69,48.05,"36,842","38,936",1.93,1.61,14.36,14.99,"11,092","12,146",2.06,1.87,6.81,12.42,"10,230.90","11,095.89",10.43,0.612,0.663,0.896,0.714,69,2,152,,3,,226,"1,840",26,"2,349",,22,,"4,237",3,9,34,54,61,65,226,64,441,"1,009","1,123",841,759,"4,237",196,733,,48,,,6,,6,189,,,,,,30,,24,,,30,,,399,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,529",X, ,2017 - 2021,2018,,2,2,1,1,1,1
,66,Centro Norte y Occidente,Guadalajara,18,Nayarit,,,18007,Jala,,"21,129","19,790",-6.3%,504,,52,"5,586",28.2%,70.95,70.60,"14,991","13,972",2.48,2.33,22.18,18.79,"4,686","3,718",3.72,3.42,48.77,51.82,"10,305","10,255",1.92,1.93,18.75,18.89,"3,962","3,739",1.69,1.74,2.49,3.59,525,710,7.82,6.91,"1,651","1,368",21.17,19.61,"4,474","3,880",3.07,3.03,15.47,13.98,"3,269","2,767",3.06,2.96,83.55,79.58,"17,653","15,748",2.39,2.27,23.35,9.23,"4,933","1,826",3.56,3.56,20.52,45.69,"4,335","9,043",3.72,2.76,43.73,29.10,"9,239","5,758",3.06,2.97,89.70,89.50,"18,952","17,712",2.32,2.20,32.53,31.20,"6,873","6,175",3.65,3.38,73.44,74.19,"15,516","14,683",2.40,2.21,42.88,41.82,"9,060","8,277",2.74,2.45,7.10,12.67,"8,791.24","9,534.51",13.87,0.632,0.641,0.853,0.702,3,,,,1,,4,29,,,,5,,34,,,,,2,2,4,,,,,10,24,34,29,12,,8,,,,,,,,,,8,,,,,,,,,,120,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,X,,2017 - 2021,2012,,1,1,1,1,1,0
,67,Centro Norte y Occidente,Guadalajara,18,Nayarit,22,2,18020,Bahía de Banderas (Sayulita),,"133,159","153,793",15.5%,771,77.40,236,"2,262",1.5%,19.34,25.58,"25,749","39,342",2.12,1.93,1.45,2.38,"1,928","3,662",3.52,3.53,17.89,23.20,"23,821","35,679",2.01,1.76,50.47,41.31,"67,211","63,528",1.81,1.57,3.86,6.84,"5,144","10,521",26.33,26.27,"35,055","40,402",19.07,15.69,"25,398","24,126",2.34,2.17,27.88,18.46,"37,126","28,383",2.51,2.43,55.37,51.76,"73,731","79,603",2.06,1.85,10.43,6.73,"13,890","10,351",2.97,2.69,8.95,5.32,"11,917","8,180",2.64,2.97,10.91,16.12,"14,523","24,792",2.82,2.23,69.81,66.89,"92,961","102,870",1.90,1.71,17.12,10.52,"22,803","16,184",3.29,3.33,23.20,32.42,"30,893","49,863",1.77,1.52,4.43,7.38,"5,902","11,353",1.97,1.99,8.60,11.98,"14,472.07","15,695.64",11.53,0.676,0.713,0.882,0.752,82,,43,5,,73,203,"13,661",,725,496,,"4,883","19,765",34,9,31,22,13,94,203,"11,981",875,823,277,185,"5,624","19,765",496,"2,115",125,60,383,56,,537,36,274,60,,,10,63,,56,,,,,,,180,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,056",X,,2017 - 2021,2015,,,,1,1,1,1
,68,Noreste,Monterrey,19,Nuevo León,,,19008,Bustamante,,"3,756","3,977",5.9%,467,,33,"3,640",91.5%,43.88,37.01,"1,648","1,472",2.24,1.50,4.78,1.44,179,57,3.42,3.28,39.10,35.57,"1,469","1,414",2.09,1.43,42.97,37.79,"1,614","1,503",1.85,1.32,1.93,7.47,72,297,11.23,17.73,422,705,19.51,14.96,733,595,2.71,1.93,19.89,5.05,747,201,2.96,2.45,63.47,65.09,"2,384","2,588",2.31,1.45,10.75,7.17,404,285,3.20,2.32,5.45,3.22,205,128,3.09,2.70,58.41,9.82,"2,194",391,2.33,2.28,86.85,74.80,"3,262","2,975",2.04,1.41,25.10,5.50,943,219,3.33,3.25,45.81,44.48,"1,720","1,769",2.14,1.25,10.51,10.30,395,410,2.47,1.52,7.46,11.95,"11,785.19","12,781.59",17.78,0.629,0.683,0.805,0.702,6,,34,,,,40,85,,34,,,,119,,,1,3,2,34,40,,,34,37,14,34,119,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,X,2015 - 2018,2018,,2,2,,1,1,1
